regid,geom
c58306e5-b8cd-4483-a3a8-8ca62035767f,"{""type"": ""Point"", ""coordinates"": [-73.95491838455202, 40.7400956984389]}"
fedb57f1-13c9-4ade-a961-5fe7d7b5cc95,"{""type"": ""Point"", ""coordinates"": [-73.9229710539803, 40.665033373834426]}"
9d1bf3b5-dc90-4892-8952-8990cdcef15f,"{""type"": ""Point"", ""coordinates"": [-73.99183094501497, 40.71141446695825]}"
1cbfd17f-d104-444a-8b65-d195dbb2af13,"{""type"": ""Point"", ""coordinates"": [-73.77431988716127, 40.79153237046239]}"
b1447fd4-8aac-46a7-b672-56d1a78565ec,"{""type"": ""LineString"", ""coordinates"": [[-73.92069339752199, 40.852136666473406], [-73.91925573349, 40.852623582281645]]}"
4e987d8f-263e-4b8f-ba19-027ab0785d58,"{""type"": ""Point"", ""coordinates"": [-73.99183094501497, 40.71138193693014]}"
c41ee139-2556-479b-a892-8490422952c3,"{""type"": ""Polygon"", ""coordinates"": [[[-73.97470235824586, 40.57990018974546], [-73.97566795349123, 40.57906088421786], [-73.97446632385255, 40.57884494468482], [-73.97470235824586, 40.57990018974546]]]}"
3aa736d4-75d3-476b-bf30-417ba91b0676,"{""type"": ""Point"", ""coordinates"": [-73.78818154335023, 40.7320068506764]}"
af094697-2222-4290-94a2-292ac1284f1f,"{""type"": ""Point"", ""coordinates"": [-73.77827882766725, 40.73653510070236]}"
24bf4dbe-ab2d-4d5d-b32c-c852834dad6b,"{""type"": ""LineString"", ""coordinates"": [[-73.85406732559206, 40.80862847725488], [-73.8551187515259, 40.81341947009765]]}"
6d461db2-4bfe-4758-91ed-3a071d8d5d68,"{""type"": ""LineString"", ""coordinates"": [[-74.00107383728029, 40.654075973582415], [-74.01866912841798, 40.63720878971478]]}"
55315403-ac5c-489e-908f-baa5e2a2a65c,"{""type"": ""Point"", ""coordinates"": [-74.00070905685426, 40.75972433887234]}"
69ea3495-8e22-47a4-b0d2-c5f12edc9c3e,"{""type"": ""Point"", ""coordinates"": [-73.85588049888612, 40.7014310687155]}"
c1badc0f-88fb-4ea2-9ba1-0376113c6955,"{""type"": ""Point"", ""coordinates"": [-73.99463653564455, 40.722209492193755]}"
31c72178-73a7-424e-9112-3cb2511b319f,"{""type"": ""Point"", ""coordinates"": [-73.98173519410194, 40.77866114637992]}"
8866231c-4fde-4e6d-bea0-b56171114831,"{""type"": ""LineString"", ""coordinates"": [[-73.76035094261171, 40.765363961249776], [-73.76183152198793, 40.76915052848845]]}"
fd45f80f-3136-43a8-812c-6a7c5f516899,"{""type"": ""LineString"", ""coordinates"": [[-73.99275161325932, 40.63449129747101], [-73.98613158613443, 40.63050788481312]]}"
f554b96d-61fd-41d4-9a7e-3301634dc30a,"{""type"": ""Point"", ""coordinates"": [-73.91889325808735, 40.86441634457339]}"
207722fd-269e-44ac-ace8-4cc53b6ef109,"{""type"": ""Point"", ""coordinates"": [-73.97368169389667, 40.73059082010239]}"
360a98a9-1968-44da-9155-12206cfd06c5,"{""type"": ""Point"", ""coordinates"": [-73.93553137779237, 40.82897157137714]}"
018a9aad-6e6a-44da-b968-41ee9c942a46,"{""type"": ""Point"", ""coordinates"": [-73.80810499191286, 40.68345311269275]}"
8f22d60f-677a-45ea-a2bc-4d037a81750a,"{""type"": ""Point"", ""coordinates"": [-73.93565475940706, 40.73687247144645]}"
383742f6-b3b3-4378-bc8c-6a1a0bce3f00,"{""type"": ""Point"", ""coordinates"": [-73.90772041166201, 40.85250854240474]}"
2a89acec-a17f-448b-be99-df7f6a9cef10,"{""type"": ""Point"", ""coordinates"": [-74.07517254352571, 40.62792269319827]}"
2e08058a-9a2e-458e-a265-7c24d2c38bc8,"{""type"": ""Point"", ""coordinates"": [-73.95133495330812, 40.76056137358593]}"
a468ae3d-5586-47c1-b78a-66e93adffcf4,"{""type"": ""Point"", ""coordinates"": [-73.97402107715608, 40.681736411641005]}"
2850aadc-d120-4797-8021-61da9d5d4ec6,"{""type"": ""LineString"", ""coordinates"": [[-74.0047860145569, 40.72364869663408], [-74.00096654891969, 40.73173043046086]]}"
e0f36846-baf0-4e5a-bacb-d6e397a6a8f3,"{""type"": ""Point"", ""coordinates"": [-73.95733237266542, 40.586109093809576]}"
43b8b335-1125-47c1-9913-7f674aca0faa,"{""type"": ""Point"", ""coordinates"": [-73.91375720500947, 40.81335044977541]}"
0a76d36f-3fcb-4005-a8cb-4b16c292dc74,"{""type"": ""Point"", ""coordinates"": [-74.01639461517335, 40.702634849027795]}"
69a9cf1d-bc32-46e4-96e8-a314e1cc844c,"{""type"": ""Point"", ""coordinates"": [-74.00231580482797, 40.72850673464748]}"
59282df6-4f2d-48a5-a7dc-09455c1acd4d,"{""type"": ""LineString"", ""coordinates"": [[-73.779673576355, 40.685389433327266], [-73.77486705780031, 40.68708163386666]]}"
bcedd3dc-ee93-4528-821e-d2f347646033,"{""type"": ""Point"", ""coordinates"": [-73.99544155457988, 40.76146088527951]}"
95b4b224-f0bd-4230-a8c8-d9021b392409,"{""type"": ""Point"", ""coordinates"": [-73.86699557304384, 40.83257998197015]}"
d8bce6e0-49f3-41d1-9314-917d934ff95a,"{""type"": ""LineString"", ""coordinates"": [[-73.82713794708253, 40.85185668826332], [-73.8273471593857, 40.85293601804052]]}"
e6d394c4-4524-47c4-be43-6b51a5018420,"{""type"": ""LineString"", ""coordinates"": [[-73.93898719456048, 40.64152619008325], [-73.93849316518754, 40.636869832754684]]}"
2bd2598c-0872-4a3a-aa30-ab1b2123d9b8,"{""type"": ""LineString"", ""coordinates"": [[-74.00459289550783, 40.7214044998681], [-73.99997949600221, 40.72690102141602]]}"
644834ad-dc7f-4add-9c34-e5ecfebcf206,"{""type"": ""LineString"", ""coordinates"": [[-73.97111892700197, 40.80105962779569], [-73.96807193756105, 40.80565626376765]]}"
6c803008-96a6-4b63-8e66-133259131a89,"{""type"": ""Point"", ""coordinates"": [-73.91927130287515, 40.819017124893726]}"
3e30e4d7-7f51-457f-82a4-70103cb65332,"{""type"": ""Point"", ""coordinates"": [-73.8531017303467, 40.77475685196209]}"
b29ddabe-ad77-42d0-a0b9-6f7cecf290c7,"{""type"": ""Point"", ""coordinates"": [-73.8858997821808, 40.65325387860683]}"
4dce76b2-fdb0-4a49-b8ef-c1a76d87e99b,"{""type"": ""Point"", ""coordinates"": [-73.9424353837967, 40.83170326584778]}"
76cede7a-5357-4a6f-928a-22e3d7d2f9fa,"{""type"": ""LineString"", ""coordinates"": [[-73.79043996334077, 40.696920765923466], [-73.7896513938904, 40.69727867306162]]}"
2d527a87-7a54-4959-8cfa-d9299e0188df,"{""type"": ""Point"", ""coordinates"": [-73.90344857471065, 40.83542524990591]}"
0787b827-1384-4540-b325-740e5b6f6729,"{""type"": ""Point"", ""coordinates"": [-73.97975564002992, 40.74107523584929]}"
52a6a44b-a214-4ae3-a11a-6aaa7a6d18e9,"{""type"": ""Point"", ""coordinates"": [-73.90763877192514, 40.671225722928554]}"
f3443b21-e807-4703-a8f7-849118ef3f89,"{""type"": ""Point"", ""coordinates"": [-73.99145007133485, 40.67539806604288]}"
1346a6eb-60e7-456c-bb60-0df1de7b2f60,"{""type"": ""Point"", ""coordinates"": [-73.8078421354294, 40.66746818317838]}"
f667812c-2b8b-4e9e-9eb7-3f40e7db1c45,"{""type"": ""LineString"", ""coordinates"": [[-74.14762973785402, 40.57077319542732], [-74.15488243103029, 40.56555721110907]]}"
e129efb0-023a-44cc-9243-5e2b490f01e4,"{""type"": ""Polygon"", ""coordinates"": [[[-73.9199209213257, 40.7823774431953], [-73.92444849014284, 40.778591629746124], [-73.92773151397706, 40.776739264726004], [-73.9239549636841, 40.774675604275465], [-73.92313957214357, 40.77550432601707], [-73.92371892929079, 40.77646303042902], [-73.91807556152345, 40.78132133668076], [-73.9199209213257, 40.7823774431953]]]}"
781752ef-a27e-41a7-a77c-e99ed1ee412c,"{""type"": ""Point"", ""coordinates"": [-73.90709459781648, 40.82480278059604]}"
11d00af0-ebdc-4fa8-9f59-72fca853e6d2,"{""type"": ""Point"", ""coordinates"": [-73.93741428852083, 40.77258750463936]}"
7eda8913-1a4b-4840-a141-124732f00a2a,"{""type"": ""Point"", ""coordinates"": [-73.93859795993195, 40.834396052010014]}"
fb9dd88e-4da9-422e-a5d6-5d3fc06c8f3d,"{""type"": ""Point"", ""coordinates"": [-74.01224144501613, 40.64947801280256]}"
0af608ce-9615-40ee-9544-8de5895f7344,"{""type"": ""Polygon"", ""coordinates"": [[[-73.76971721649171, 40.610181478995244], [-73.76885890960695, 40.60981903189627], [-73.76868724823, 40.60970093073152], [-73.76849949359895, 40.60948509013251], [-73.76839220523836, 40.609334408546374], [-73.76839220523836, 40.60912671174913], [-73.76855850219728, 40.60900046436084], [-73.76867651939394, 40.60885792670031], [-73.76933097839357, 40.60779499341653], [-73.76951336860658, 40.607102652300476], [-73.7695348262787, 40.606907166451585], [-73.76950263977052, 40.60579940250713]]]}"
da1bd18f-6aa8-4279-93f5-385eeaedafd8,"{""type"": ""Point"", ""coordinates"": [-73.87255847454072, 40.80146976461152]}"
42a72eb9-899f-4f71-94d8-0d2aee94b0a2,"{""type"": ""Point"", ""coordinates"": [-73.91245365142824, 40.84952349050329]}"
5d6d13ff-1c3c-465a-90ea-6f9fb9cbc551,"{""type"": ""LineString"", ""coordinates"": [[-73.78072500228883, 40.69687602739597], [-73.77658367156984, 40.69863300880454]]}"
4940e84b-4c1b-46ae-9823-699124c49c37,"{""type"": ""Point"", ""coordinates"": [-73.93288135528566, 40.590512829250635]}"
5224b476-b1ea-4c70-8c8d-0a80e2a493a3,"{""type"": ""LineString"", ""coordinates"": [[-73.7614130973816, 40.7475008061311], [-73.76716375350954, 40.75567716798607]]}"
46acebaf-2e96-434a-9902-f20ac4716e18,"{""type"": ""Point"", ""coordinates"": [-73.97714316844942, 40.63063415517349]}"
c21f352b-bd0d-4a44-8456-0ef3245ad1fe,"{""type"": ""Point"", ""coordinates"": [-73.84265184402467, 40.753547834590336]}"
d795aab4-5de7-41da-a506-bd05bdcc1e06,"{""type"": ""Polygon"", ""coordinates"": [[[-73.87433206429705, 40.82896416675425], [-73.87389000272378, 40.82722250354681], [-73.87307264143602, 40.82735491804686], [-73.87338792672382, 40.82915879548564], [-73.87433206429705, 40.82896416675425]]]}"
29928983-c8f8-4d0e-8342-9f3d035ffe2f,"{""type"": ""Polygon"", ""coordinates"": [[[-73.90652999281885, 40.87817769145235], [-73.90627369517462, 40.87854831211318], [-73.90608839225025, 40.878477553387036], [-73.90620050020516, 40.87831179451654], [-73.90601658029483, 40.87823127567244], [-73.90609111636877, 40.878086968927605], [-73.90602175612003, 40.87805033765288], [-73.90611357986927, 40.877962767910105], [-73.90652999281885, 40.87817769145235]]]}"
6640e7be-4f73-4ea0-a332-0890d5225150,"{""type"": ""LineString"", ""coordinates"": [[-73.76035094261171, 40.765363961249776], [-73.76183152198793, 40.76915052848845]]}"
4cec91e7-962a-4fda-90e7-ff49ef32453d,"{""type"": ""Polygon"", ""coordinates"": [[[-73.97204160690309, 40.726096085832836], [-73.9717733860016, 40.726022909387964], [-73.97150516510011, 40.727901079335915], [-73.97178411483766, 40.727933601292364], [-73.97204160690309, 40.726096085832836]]]}"
45450c3d-0fbb-4311-bc41-f8e1788a60ae,"{""type"": ""LineString"", ""coordinates"": [[-74.21775341033937, 40.54106925268932], [-74.21693801879884, 40.528609891020174]]}"
a1f9fd3e-6bbf-4f9d-96ad-8fefe0dc8b88,"{""type"": ""Point"", ""coordinates"": [-73.82288396358491, 40.59593460655554]}"
44d68980-69c9-41e4-966d-d1a6fc17fd24,"{""type"": ""Point"", ""coordinates"": [-73.89147081412376, 40.8830858386987]}"
f3ed78a3-9fc1-4cc4-91dd-aa1a79838d77,"{""type"": ""Point"", ""coordinates"": [-73.93420808482917, 40.84282085957389]}"
47f6bbe2-4e37-4676-a7b7-6134a31ae1d7,"{""type"": ""LineString"", ""coordinates"": [[-73.99635314941408, 40.75346656097219], [-73.98669719696046, 40.7666640944953]]}"
07953d74-2260-40b2-836b-85279b3edb36,"{""type"": ""Point"", ""coordinates"": [-73.90100598335268, 40.74408691819078]}"
47bf6e34-5d16-4a6c-b888-e363b81de154,"{""type"": ""LineString"", ""coordinates"": [[-73.85709285736085, 40.756875903920175], [-73.85505974292757, 40.75722536185214]]}"
274e5fb9-8354-47c9-9045-3655cc7c071c,"{""type"": ""Point"", ""coordinates"": [-73.9099120697938, 40.82123306742727]}"
6b26ddab-eb94-4401-b18c-bae9d8dd0c02,"{""type"": ""Point"", ""coordinates"": [-73.74608159065248, 40.77860787833355]}"
3ac06bc1-bcb1-450e-acff-9957a71dd20e,"{""type"": ""LineString"", ""coordinates"": [[-73.89254084788264, 40.648899238954755], [-73.8816250115633, 40.63909811407447]]}"
f46c89e1-e623-410e-84b7-a5901be57da5,"{""type"": ""Point"", ""coordinates"": [-73.98625002242626, 40.76209186785812]}"
f839198e-77b7-4a0b-99a5-7910f5c95b15,"{""type"": ""Point"", ""coordinates"": [-73.98516949033366, 40.68875440661361]}"
ecf8e9c8-b78a-4112-b6cf-4dff3a59b115,"{""type"": ""Point"", ""coordinates"": [-73.93582107732074, 40.82722914726949]}"
78fc13b7-9535-48c8-8f79-0dc6013f9e25,"{""type"": ""Point"", ""coordinates"": [-74.02372354175897, 40.63991734638029]}"
fad01240-3026-4cf6-bfc6-41f9887350a9,"{""type"": ""Point"", ""coordinates"": [-73.77600431442262, 40.79201160873033]}"
d01dc637-7b80-440c-9484-e0a3db2a07a1,"{""type"": ""Point"", ""coordinates"": [-73.98629486560823, 40.60570165774816]}"
c80d67d2-f6b4-42af-ab11-b1097d9536d2,"{""type"": ""Point"", ""coordinates"": [-73.97455842001365, 40.58113589263708]}"
282f79f7-5cd0-4174-9744-4315198c5bd7,"{""type"": ""Point"", ""coordinates"": [-73.8393795490265, 40.69673774448476]}"
d1ed481b-d4f8-4831-850f-6543923f8150,"{""type"": ""Point"", ""coordinates"": [-73.90222907066347, 40.73814877420359]}"
31e4857d-9573-4083-83e3-91590f3f02ab,"{""type"": ""LineString"", ""coordinates"": [[-73.94459724426271, 40.61590706783076], [-73.97223472595216, 40.6041784501165]]}"
854b547b-9a30-400c-b211-883d6a7eaf1b,"{""type"": ""Point"", ""coordinates"": [-73.98798413341865, 40.57814827711018]}"
c6b83818-fd90-4914-a59a-4712d98fcd4d,"{""type"": ""Point"", ""coordinates"": [-73.83216977119447, 40.7599559466197]}"
215edf4e-bbb4-464b-b43a-37d593b78dcf,"{""type"": ""Point"", ""coordinates"": [-73.94333124160768, 40.724364221722716]}"
a6b9e3dc-6ebd-4652-8298-7ca5b21f54aa,"{""type"": ""LineString"", ""coordinates"": [[-73.94186843186618, 40.70075736417903], [-73.90552248805761, 40.68006594178251]]}"
c2e11b12-394c-49f1-9a5d-92e46f4c2be9,"{""type"": ""Point"", ""coordinates"": [-73.8858997821808, 40.6531887617402]}"
df3837a4-a5e1-427a-a6e1-147b70d5589f,"{""type"": ""Point"", ""coordinates"": [-73.90892922878267, 40.662552728513816]}"
21fd7160-d474-4426-a8b8-cee7a14c8cf5,"{""type"": ""LineString"", ""coordinates"": [[-73.74225139617921, 40.67481220650029], [-73.73618960380556, 40.6726233246068]]}"
fe764960-63c1-410d-b980-09582374b0b3,"{""type"": ""Point"", ""coordinates"": [-74.03013582341374, 40.61332503333324]}"
1cde81bf-9e34-4748-87d0-3df4c773bf84,"{""type"": ""Point"", ""coordinates"": [-73.7382334470749, 40.76822422081556]}"
5279ae34-1a0c-41d6-8f92-0461d2790775,"{""type"": ""Point"", ""coordinates"": [-73.90229344367982, 40.87477446592582]}"
a76c7a99-df24-4980-a328-186c5612b783,"{""type"": ""Point"", ""coordinates"": [-73.90694439411165, 40.77180749727838]}"
8a5cd06a-6310-4f3d-b63f-01c0dd9034ed,"{""type"": ""Point"", ""coordinates"": [-73.82111907005311, 40.71155678564452]}"
a167baa7-5077-435f-8a57-65e24f9b0ffb,"{""type"": ""LineString"", ""coordinates"": [[-73.88778512366117, 40.837434118388984], [-73.8907282613218, 40.83241130190247]]}"
4778fd74-db9f-4b05-8036-82d65694afaf,"{""type"": ""LineString"", ""coordinates"": [[-73.85261893272401, 40.752507524775034], [-73.85161042213441, 40.750500005917516]]}"
3ecea170-0e91-46ff-9436-8557b510f5f0,"{""type"": ""Point"", ""coordinates"": [-73.9018750190735, 40.81762957397424]}"
40c842fe-8b57-468e-8b11-595046d06ed2,"{""type"": ""Point"", ""coordinates"": [-73.91404688358308, 40.82306942823296]}"
fa1b76ad-e194-4ce4-94a8-74fdc1037981,"{""type"": ""LineString"", ""coordinates"": [[-73.99991793092342, 40.6918100209944], [-73.99787274654956, 40.69120705065621]]}"
83948ae4-7b29-47a4-992d-2ca461fe12c1,"{""type"": ""Point"", ""coordinates"": [-73.87804491212593, 40.88709145249171]}"
a7e3da82-d5f5-4445-8788-2e99ed9d80fc,"{""type"": ""LineString"", ""coordinates"": [[-73.92421245574953, 40.707449752719434], [-73.9003086090088, 40.693329386717714]]}"
9fa628d9-7c32-4f7a-a708-ac3668fac668,"{""type"": ""Point"", ""coordinates"": [-73.90195012092592, 40.81767423131036]}"
fc82017b-756e-46a3-b6ee-0afd2ec6c42d,"{""type"": ""Point"", ""coordinates"": [-73.96690249443056, 40.695318294477865]}"
0f7e71c0-00a0-49db-b74a-d27967220916,"{""type"": ""Point"", ""coordinates"": [-74.08641099929811, 40.63526292818082]}"
a7e3c18a-bc52-426c-9e47-233dd70df2b6,"{""type"": ""LineString"", ""coordinates"": [[-73.93223762512208, 40.821019386288555], [-73.93228054046632, 40.809131953785965]]}"
b82e8f3d-031c-45a1-9db8-e8e6f9bee28d,"{""type"": ""Point"", ""coordinates"": [-73.90478253364564, 40.68876565616852]}"
9fb4c0eb-4e3b-4636-bdcd-60079de2f0fc,"{""type"": ""LineString"", ""coordinates"": [[-73.99949573446067, 40.6210681335654], [-73.99485475849362, 40.61825613910188]]}"
ed111ceb-c7d6-49c5-a7da-a8ff06e2c4ae,"{""type"": ""Point"", ""coordinates"": [-73.98509323596956, 40.71426078288698]}"
0a6abe36-0bab-43aa-bbb8-37b1710f92ea,"{""type"": ""Point"", ""coordinates"": [-73.99131059646608, 40.765940898516604]}"
39c895f9-c6fb-4398-91fc-5ae41addf568,"{""type"": ""Point"", ""coordinates"": [-73.93538117408754, 40.81948485798231]}"
541cc4d6-65bc-4858-bd4d-9de2e5b4204e,"{""type"": ""Point"", ""coordinates"": [-73.89026105403902, 40.76634718936101]}"
e631d7f3-e0c0-4c17-9245-52869cde318a,"{""type"": ""Point"", ""coordinates"": [-73.92312884330751, 40.84059165610897]}"
c57a577b-0a26-4a6e-8c85-a2b4274b984a,"{""type"": ""Point"", ""coordinates"": [-73.97050201892854, 40.744936342400436]}"
693a6629-f6b7-419a-89d0-d3b0473cb14b,"{""type"": ""Point"", ""coordinates"": [-74.01633040979505, 40.690151243602294]}"
b77a6a39-6d9f-4adb-a672-95518fda84ff,"{""type"": ""Point"", ""coordinates"": [-74.07798349857332, 40.646802930337174]}"
20bb93d6-597a-4981-ad07-9734949ba1b8,"{""type"": ""Point"", ""coordinates"": [-73.92625051550569, 40.8556308262503]}"
1bf85420-be3e-424d-866a-f7340a514e16,"{""type"": ""LineString"", ""coordinates"": [[-74.02347564697267, 40.639227866411176], [-73.99352073669435, 40.668399962792876]]}"
94775155-fed7-4b23-95e1-3324bc4c8b73,"{""type"": ""Point"", ""coordinates"": [-73.99995803833009, 40.75618104606285]}"
3d98de92-5e6f-40f4-9b4d-fa52e83600c0,"{""type"": ""Point"", ""coordinates"": [-73.9953660964966, 40.73905111360621]}"
c1d1db2c-e1b1-4ea9-9199-dd1975f6b785,"{""type"": ""Point"", ""coordinates"": [-73.78778994083406, 40.771685620301064]}"
9b6eeb18-399c-4f87-b9c0-14a98e609842,"{""type"": ""Point"", ""coordinates"": [-73.85308027267457, 40.70137413262137]}"
7e1f7f56-3019-46fd-b812-ad99db5ba315,"{""type"": ""Point"", ""coordinates"": [-73.88723015785219, 40.6806787065161]}"
8045dbb3-ec7a-479d-8e8d-d59169ded515,"{""type"": ""Point"", ""coordinates"": [-73.98634861456232, 40.711320609524286]}"
2991a972-fae7-4bac-a4a8-34811023731b,"{""type"": ""Point"", ""coordinates"": [-73.94628112670034, 40.689891841404105]}"
c136ef97-261c-421d-a7d4-f862dc2c8406,"{""type"": ""Point"", ""coordinates"": [-73.98700296878816, 40.72303480250091]}"
3589bdc9-e605-4b5f-bce8-3f24b3d35617,"{""type"": ""Point"", ""coordinates"": [-73.8691145181656, 40.76928866098246]}"
901231ec-6144-4d90-a68e-b1a4e1e8dbe0,"{""type"": ""Point"", ""coordinates"": [-73.8767856359482, 40.7386446559308]}"
9bbb13db-c7a3-4c4f-8d58-261e23308e21,"{""type"": ""Point"", ""coordinates"": [-74.21557009220125, 40.523985965224334]}"
bd946c67-b28a-42e0-af41-22236e039966,"{""type"": ""Point"", ""coordinates"": [-74.03415209613742, 40.61087152931318]}"
de8585bf-c852-4043-831b-a6e0d105442e,"{""type"": ""LineString"", ""coordinates"": [[-73.75358104705812, 40.7700524472364], [-73.75152111053468, 40.767736685275]]}"
1ba97a03-5c05-4762-a0ad-7d92a62891e4,"{""type"": ""Point"", ""coordinates"": [-73.9469361305237, 40.710763863375945]}"
3ef17a2b-5004-478e-9969-a0f25e8b6f0d,"{""type"": ""Point"", ""coordinates"": [-74.00230228900911, 40.728523058998576]}"
51334043-9d58-4c51-8c67-3acf2338c5d0,"{""type"": ""Point"", ""coordinates"": [-73.9465886168182, 40.77153852655246]}"
d41e462d-24ce-443e-a1d9-b0bdcb279bf8,"{""type"": ""LineString"", ""coordinates"": [[-74.00906093185768, 40.72203571961914], [-74.00929164374249, 40.720721531968294]]}"
b485438a-0478-44f7-8756-85e76a1f5602,"{""type"": ""Point"", ""coordinates"": [-73.87431263923646, 40.73572215212205]}"
12518a57-eb68-4bd4-ae25-01fbc31b7158,"{""type"": ""Point"", ""coordinates"": [-73.82782459259035, 40.87453514615669]}"
f336b097-effb-4f02-90a6-32291dc2827b,"{""type"": ""Polygon"", ""coordinates"": [[[-74.00933091295883, 40.718676239098954], [-74.00943042710425, 40.71829344843107], [-74.0095103904605, 40.717884036907094], [-74.00954729178922, 40.7177300106148], [-74.00962616549806, 40.71736276335761]]]}"
a9e1edde-89b4-4915-8cbc-c7c4b1219b4c,"{""type"": ""Point"", ""coordinates"": [-74.00127783184871, 40.73111319686983]}"
bec8d5a2-129e-4b97-bdad-b4a23c98d59e,"{""type"": ""Point"", ""coordinates"": [-73.90887332148851, 40.874712481174576]}"
fc9797aa-dbe5-4b26-84dc-e30d0223ec8e,"{""type"": ""Point"", ""coordinates"": [-73.97715595085175, 40.75217202710306]}"
f4ab1433-607f-4242-8312-31ea83b9449b,"{""type"": ""LineString"", ""coordinates"": [[-74.07379388809206, 40.636410911928834], [-74.07342910766603, 40.64230521261239]]}"
25f2c946-4072-451d-a972-ba5b935c5f51,"{""type"": ""Point"", ""coordinates"": [-73.8795965909958, 40.732039370626225]}"
69a3cffa-b051-4c7f-b0ca-592e99ef77ad,"{""type"": ""Polygon"", ""coordinates"": [[[-73.8006377220154, 40.58676906153396], [-73.80183398723604, 40.58669165824906], [-73.80316972732545, 40.58657759008701], [-73.80594313144685, 40.58638204421372], [-73.80674779415132, 40.5863127882465], [-73.8070321083069, 40.58628427106268], [-73.80730569362642, 40.58623538443356], [-73.80752563476564, 40.586174276096884], [-73.80769729614259, 40.58612131549329], [-73.80856633186342, 40.58579540316338], [-73.81013274192811, 40.58523320066163], [-73.81040632724763, 40.5851272779221], [-73.81064236164094, 40.585062094614386], [-73.81127536296846, 40.58489098812943], [-73.81319046020509, 40.584418406039724], [-73.81391465663911, 40.584239149890806], [-73.81581366062166, 40.58376248915772], [-73.81608724594118, 40.58369730451992], [-73.81651639938356, 40.58356286100387], [-73.81692409515382, 40.58345693561906], [-73.8190805912018, 40.58283360207198], [-73.8196384906769, 40.58266248988604], [-73.82237434387208, 40.58193729528689], [-73.82308244705202, 40.58176210664849], [-73.82362425327302, 40.58162765924269], [-73.82545351982118, 40.58111431211681]]]}"
5465a22e-d6cc-40a8-90c3-946f2c07659d,"{""type"": ""Polygon"", ""coordinates"": [[[-73.9124431530945, 40.66517121389867], [-73.91159643419088, 40.66528948718611], [-73.91124799847604, 40.66384487293903], [-73.91208247980103, 40.663716281124195], [-73.9124431530945, 40.66517121389867]]]}"
ae0080cc-60a4-41bb-845c-c4e316c6132b,"{""type"": ""LineString"", ""coordinates"": [[-73.89455795288087, 40.70078036759664], [-73.86648058891298, 40.703130995392776]]}"
e06c209a-9f5f-44ba-a36f-946f7f1b52f9,"{""type"": ""Point"", ""coordinates"": [-73.99601429002361, 40.74447719681341]}"
e6fd993d-3481-440e-b789-679be1a6208b,"{""type"": ""Polygon"", ""coordinates"": [[[-73.97470235824586, 40.57990018974546], [-73.97566795349123, 40.57906088421786], [-73.97446632385255, 40.57884494468482], [-73.97470235824586, 40.57990018974546]]]}"
f7dde981-7bb5-4591-b5e8-c9894ed47898,"{""type"": ""Polygon"", ""coordinates"": [[[-73.91097307205202, 40.699592821668645], [-73.89460086822511, 40.70078036759664], [-73.8949227333069, 40.70190282305183]]]}"
bc96d42a-5904-4601-959b-99f63c4464e8,"{""type"": ""Point"", ""coordinates"": [-73.98625731468202, 40.60568536694108]}"
b466bbc2-54c2-43fe-aac5-3da40b5b3738,"{""type"": ""LineString"", ""coordinates"": [[-73.88707995414735, 40.76493734948644], [-73.88414025306703, 40.76443353778213]]}"
6caa3dc6-9180-42c3-a68b-e4d19930cdf6,"{""type"": ""Point"", ""coordinates"": [-73.97406935691835, 40.63021889336185]}"
52c4fb7e-2670-4f99-a65a-5b7f75de0124,"{""type"": ""Point"", ""coordinates"": [-73.94627630710603, 40.75365349014544]}"
979cfff3-c37f-4aee-ac58-e9b89530125a,"{""type"": ""LineString"", ""coordinates"": [[-74.02390480041505, 40.64593597303585], [-74.01278972625734, 40.65661545052187]]}"
12637548-daa3-4dfd-8664-63e8b6e07f5d,"{""type"": ""Point"", ""coordinates"": [-73.81842076778413, 40.82725050548565]}"
99869d6e-8730-4df9-a090-08a0d54ca110,"{""type"": ""Point"", ""coordinates"": [-73.99912202730775, 40.727790952377994]}"
5fb4b87b-a797-49b5-b19d-c5a21f91579c,"{""type"": ""Point"", ""coordinates"": [-73.83767854655163, 40.811441704916184]}"
f7d95955-1eb8-4c71-8a7e-2b067f81f456,"{""type"": ""Point"", ""coordinates"": [-73.90054464340211, 40.66374500369322]}"
f4d8d467-08e1-469c-8551-f5e0020031cc,"{""type"": ""Point"", ""coordinates"": [-74.07086491584779, 40.62049207180326]}"
ac437f06-67d0-41cc-8e62-e8f771606870,"{""type"": ""Point"", ""coordinates"": [-73.83233070373537, 40.77914407948919]}"
eaa8faf4-df8f-461d-bbed-3a246e31ac63,"{""type"": ""Point"", ""coordinates"": [-73.90266434289515, 40.65617879403832]}"
e7320d47-6113-4aaf-bb8b-864e2fd6779b,"{""type"": ""Polygon"", ""coordinates"": [[[-73.90461611095816, 40.661525715650036], [-73.90393956564368, 40.66160217389292], [-73.90357449185103, 40.66024393817726], [-73.90427354257555, 40.66011861400219], [-73.90461611095816, 40.661525715650036]]]}"
15443e34-641e-4905-9ae1-b90c2d0e485a,"{""type"": ""Point"", ""coordinates"": [-74.18136119842531, 40.64354262400074]}"
48351a1e-1800-43f3-be4a-de3317691688,"{""type"": ""LineString"", ""coordinates"": [[-73.78422260284425, 40.75941552728725], [-73.770489692688, 40.76273111352536]]}"
a43653b7-eff0-4437-86ba-ad3650ae5f10,"{""type"": ""Point"", ""coordinates"": [-73.92285353969783, 40.867346276741735]}"
