regid,geom
dc8b4b3c-5a23-4e51-b570-a1917a6293a1,"{""type"": ""Point"", ""coordinates"": [-74.14476513862611, 40.63112676632681]}"
3eeac135-08a9-4121-b610-b27f434c2d84,"{""type"": ""Point"", ""coordinates"": [-73.97939442191274, 40.719817022280196]}"
f80c19dd-08a6-4626-87ce-aae24a5b6a27,"{""type"": ""LineString"", ""coordinates"": [[-73.93898878712209, 40.641541772530985], [-73.93873783294113, 40.639219979511644]]}"
fa5cec86-1173-4763-a19e-5b23c6336ad4,"{""type"": ""Point"", ""coordinates"": [-73.84820391191171, 40.80548683318364]}"
351cedcb-9c88-41f5-80dd-7f301e54a9ed,"{""type"": ""Point"", ""coordinates"": [-73.9583918452263, 40.81470532523656]}"
1ecc5709-9514-4aa2-9013-7e5f3b8f62f2,"{""type"": ""Point"", ""coordinates"": [-73.93582107732074, 40.82722914726949]}"
854a2baf-18af-47e6-bf9c-ed26769582a7,"{""type"": ""Point"", ""coordinates"": [-73.72862040996553, 40.72624650382795]}"
177cb161-8c53-4b51-b814-5096454f70f6,"{""type"": ""Point"", ""coordinates"": [-73.80422115325929, 40.716720715054514]}"
694e7ce9-034d-4774-9ef1-e13788e65e92,"{""type"": ""Point"", ""coordinates"": [-74.10195708274843, 40.64242732659856]}"
a4d81fc9-2328-43c5-a45a-de0b0dae40db,"{""type"": ""Point"", ""coordinates"": [-73.922136425972, 40.70614439514955]}"
6e1cdcd4-bdcc-43d4-beec-b0931f3bfc9b,"{""type"": ""Polygon"", ""coordinates"": [[[-73.90131020452829, 40.88090545657757], [-73.89874615939335, 40.883958231253146], [-73.89848223421724, 40.88377242936438], [-73.89884544303642, 40.88339589694188], [-73.90075968112797, 40.88059861871518], [-73.90131020452829, 40.88090545657757]]]}"
86d50328-1f5f-4d8e-b1a6-9460db7793b1,"{""type"": ""Point"", ""coordinates"": [-73.91659498214723, 40.86762695011833]}"
90088c73-1bab-43a2-8a6e-1186f11fe85d,"{""type"": ""Point"", ""coordinates"": [-73.8379740715027, 40.853585230490275]}"
81b1ce2a-1a80-4093-9033-d4ce5da6a00f,"{""type"": ""LineString"", ""coordinates"": [[-73.90118837356569, 40.71463892713223], [-73.89453649520875, 40.70084543799459]]}"
6bb374cb-498d-4605-a991-e0192b16860a,"{""type"": ""Point"", ""coordinates"": [-73.9926999807358, 40.71437869906487]}"
54877267-790c-4399-b90c-e2d8f8552d56,"{""type"": ""Point"", ""coordinates"": [-73.86018276214601, 40.74144103450244]}"
9f40a664-0fbb-4029-adaa-8163efa2fc9c,"{""type"": ""LineString"", ""coordinates"": [[-74.14766728878023, 40.53557372037108], [-74.1469591856003, 40.535944723759506]]}"
75a1f328-07fe-453d-9e81-d4dc0558c998,"{""type"": ""Point"", ""coordinates"": [-74.10209119319917, 40.64436076827441]}"
bf3fa3d1-bd98-4836-b749-a782c055b8c1,"{""type"": ""Point"", ""coordinates"": [-73.97613478358836, 40.712778791889036]}"
9f892109-a19a-4437-a237-4243ffd371fb,"{""type"": ""Point"", ""coordinates"": [-73.93242709804326, 40.84256113316983]}"
993f97df-be56-471d-9a29-db7acad983d4,"{""type"": ""LineString"", ""coordinates"": [[-74.02365317568184, 40.63928014889909], [-73.99479847401382, 40.6666952081955]]}"
1ce32d1a-c5ed-48f0-8606-15a615325820,"{""type"": ""LineString"", ""coordinates"": [[-73.82930517196657, 40.665421477447644], [-73.83239507675172, 40.66650383860179]]}"
157962ff-082f-4b28-8b5e-d6d5ad26cfae,"{""type"": ""Point"", ""coordinates"": [-73.85915279388429, 40.740339568022435]}"
4c42e7ec-a09b-4487-8a97-ead9bccdc0fb,"{""type"": ""LineString"", ""coordinates"": [[-73.90811920166017, 40.746188105672175], [-73.9064133167267, 40.745639446099425]]}"
e8702474-ee84-4ded-b888-c53c4b3868bc,"{""type"": ""Point"", ""coordinates"": [-73.88255238533021, 40.81037438759006]}"
1f83e784-7702-418b-bc38-a0e8479595fa,"{""type"": ""LineString"", ""coordinates"": [[-74.00918483734132, 40.65261084676396], [-74.00510787963869, 40.65016889724004]]}"
a46bed88-1765-4d70-a4da-97f51189b26e,"{""type"": ""Point"", ""coordinates"": [-73.91517877578737, 40.859160080515906]}"
3fe1a165-43bd-447c-bf72-cd05e7359dbd,"{""type"": ""Point"", ""coordinates"": [-73.92697513103487, 40.852599236576225]}"
6f254577-135c-44dc-957d-ccee04ed1d8a,"{""type"": ""LineString"", ""coordinates"": [[-73.99358209222555, 40.73617181553329], [-73.97406097501516, 40.76316764323404]]}"
e4092976-dcff-4d89-a20f-299b62c4d7a5,"{""type"": ""Point"", ""coordinates"": [-73.87782096862794, 40.73977460212369]}"
bc1c8144-df80-4df2-a7b1-7b11c9012a21,"{""type"": ""Point"", ""coordinates"": [-73.98627877235414, 40.605709803150205]}"
8c6194e7-9c93-4b64-bf9b-96ea9a716913,"{""type"": ""Point"", ""coordinates"": [-73.88607144355775, 40.66516105710476]}"
40092cc3-ebb1-49bc-9422-27fb277470dd,"{""type"": ""Point"", ""coordinates"": [-73.94901216030122, 40.658129323477596]}"
0b4aaaea-7bf2-4374-94b7-47445f334336,"{""type"": ""Point"", ""coordinates"": [-73.94712924957277, 40.57735779500893]}"
70fddc5d-46bd-43a8-bca1-c32b723a37af,"{""type"": ""Point"", ""coordinates"": [-74.19577002525331, 40.53984625037161]}"
917cadeb-efbf-4988-9a4f-886d5b127387,"{""type"": ""Point"", ""coordinates"": [-74.00935649871828, 40.74344882684023]}"
437fe27e-0bcf-4cc1-805b-b8665b8bf8dd,"{""type"": ""Point"", ""coordinates"": [-73.75273346900941, 40.60391371797655]}"
84b864f1-311b-481d-b187-4571822df9c8,"{""type"": ""Polygon"", ""coordinates"": [[[-73.9951515197754, 40.6632892559703], [-73.98184776306154, 40.65521549442094], [-73.98030281066896, 40.64727100119374], [-73.98030281066896, 40.64727100119374], [-73.98030281066896, 40.64727100119374]]]}"
3b9ac8fd-eac5-4479-8257-acb6a152ae80,"{""type"": ""Point"", ""coordinates"": [-74.07743096351625, 40.64456835552486]}"
cd634436-d03f-404c-8363-f9a995a9faee,"{""type"": ""Point"", ""coordinates"": [-74.14476513862611, 40.63112676632681]}"
b0cb8d3b-70ef-4405-bc5c-0125e4481f23,"{""type"": ""Point"", ""coordinates"": [-73.9575622882694, 40.71764829617091]}"
a5e2d5e1-feb8-40c2-a552-01ac0232841f,"{""type"": ""Point"", ""coordinates"": [-74.13765192031862, 40.6029158720246]}"
9c566150-d391-4b69-b4f3-22d238dfc2ae,"{""type"": ""LineString"", ""coordinates"": [[-73.92412662506105, 40.707417220754465], [-73.90039443969728, 40.693036536388746]]}"
7388fb54-0860-4339-bca3-951257dbd200,"{""type"": ""Point"", ""coordinates"": [-73.85713040828706, 40.82850883635335]}"
dca56cf1-57c6-4f17-b16c-4cfe0bb280b1,"{""type"": ""LineString"", ""coordinates"": [[-73.77655148506166, 40.663036965713175], [-73.77006053924562, 40.66583652026741]]}"
bc3789f7-fe45-4c8f-8882-5b2673c54bb6,"{""type"": ""Point"", ""coordinates"": [-73.86063337326051, 40.816841976014636]}"
fcea5152-39f0-4f99-b158-0abc479f449f,"{""type"": ""Point"", ""coordinates"": [-73.98205161094667, 40.71243508851967]}"
615cb1d9-164b-4aba-bdbb-064da9d73a24,"{""type"": ""LineString"", ""coordinates"": [[-73.83038878440858, 40.65583408329723], [-73.83109688758852, 40.658707190653836]]}"
1b8bc27b-721c-4465-b533-aa2c9f3a73be,"{""type"": ""LineString"", ""coordinates"": [[-74.01053061475979, 40.655303405864466], [-74.0142571879551, 40.65753064258967]]}"
99193c63-eeeb-4ea0-9026-a7d47ea43f44,"{""type"": ""Point"", ""coordinates"": [-73.97465944290163, 40.73705944726655]}"
7b07d63e-62a4-4116-b7fb-9e2450918f77,"{""type"": ""Point"", ""coordinates"": [-73.8859534263611, 40.65327829741545]}"
b7756452-ef7b-466d-bd79-3002af092ae5,"{""type"": ""Point"", ""coordinates"": [-73.90309810638429, 40.675223122413044]}"
25f3c01d-2428-4f20-a555-51e311437706,"{""type"": ""Point"", ""coordinates"": [-73.73157620429994, 40.73243773872212]}"
52130da3-4d9d-45fb-b4a4-035837016091,"{""type"": ""Point"", ""coordinates"": [-73.88086795806886, 40.86832064181537]}"
f23e3a73-f9ce-4bf0-b195-0ca762205be0,"{""type"": ""LineString"", ""coordinates"": [[-73.90997529029848, 40.70061769132372], [-73.90329122543336, 40.7071732305104]]}"
463f2620-d825-47ee-98c0-76691d0c765c,"{""type"": ""Point"", ""coordinates"": [-74.01376753812657, 40.71715857916862]}"
6735fcd2-208f-4027-9a9f-c9a339dac868,"{""type"": ""Point"", ""coordinates"": [-74.01786446571352, 40.641596947087095]}"
f8c2c0dc-3729-4529-b223-d5c562307bd3,"{""type"": ""Point"", ""coordinates"": [-73.9866046817042, 40.701309428122734]}"
df13eb8e-45eb-4ac2-a08d-8440fc3f6764,"{""type"": ""Point"", ""coordinates"": [-73.89482592232527, 40.89111857332884]}"
715fb35a-6426-4b26-8c18-d7596ebba3e2,"{""type"": ""Polygon"", ""coordinates"": [[[-73.79128217697145, 40.59191006860644], [-73.79061698913576, 40.59182859772545], [-73.78980159759523, 40.592089304195234], [-73.78902912139894, 40.59223595113783], [-73.78630399703981, 40.59210559831584], [-73.78465175628664, 40.5920241276731], [-73.78100395202638, 40.592252245222696], [-73.77600431442262, 40.59280624174605], [-73.77372980117799, 40.593050650517775], [-73.77254962921144, 40.5931484137763], [-73.77132654190065, 40.59344170269426], [-73.76954555511476, 40.594419323129635], [-73.76866579055788, 40.59492442142069], [-73.76825809478761, 40.59518511581991], [-73.76761436462404, 40.595364342629736], [-73.76617670059206, 40.5955109823895], [-73.76493215560915, 40.5956902083258], [-73.76405239105226, 40.59577167450165], [-73.76375198364259, 40.59583684737085]]]}"
2fa82b9e-72de-405b-972f-7c92760bfd02,"{""type"": ""LineString"", ""coordinates"": [[-73.91888906713577, 40.64054417052844], [-73.91495028510691, 40.63702309188984]]}"
a42b21ea-7f91-40e0-9f28-dbc860a17a91,"{""type"": ""Point"", ""coordinates"": [-73.94520738394932, 40.78125617042375]}"
45a9882b-8e83-4789-bc4e-b7c61f294af5,"{""type"": ""LineString"", ""coordinates"": [[-73.92086505889894, 40.75671742820607], [-73.91501784324647, 40.763893154854266]]}"
56468b44-fcb8-432b-b401-34d2d2077be1,"{""type"": ""Polygon"", ""coordinates"": [[[-73.75338792800905, 40.69408591077657], [-73.7515425682068, 40.690238123887404], [-73.75130653381349, 40.69005915164754]]]}"
f97d178f-dc2d-47d0-b4b3-24107814b1c3,"{""type"": ""Point"", ""coordinates"": [-73.94520738394932, 40.78125617042375]}"
b4fabb18-1f1b-4a96-8866-f9f90901aba4,"{""type"": ""Point"", ""coordinates"": [-73.90153747983278, 40.84933297937607]}"
0b0b396c-6ee8-4ab4-9d7e-1e67cc2c5ada,"{""type"": ""LineString"", ""coordinates"": [[-73.88088405132295, 40.70630299135996], [-73.87810528278352, 40.706514452386344]]}"
f9d53638-dfea-4761-a73d-984cc9458acd,"{""type"": ""LineString"", ""coordinates"": [[-73.87196302413942, 40.8269541853885], [-73.87275695800783, 40.83003909687713]]}"
c099141d-c7a6-436a-abf6-34dc276845a1,"{""type"": ""Point"", ""coordinates"": [-73.97755622863771, 40.72874257984448]}"
3aa0548c-31d3-4e3f-aad4-8d0a97ed8382,"{""type"": ""Point"", ""coordinates"": [-73.87014850974083, 40.85445893107061]}"
86942014-7aae-4fdf-8ba8-2a5970bbf419,"{""type"": ""LineString"", ""coordinates"": [[-73.91854763031007, 40.661140689045865], [-73.90146732330324, 40.66371245038772]]}"
834e0a3f-d686-4769-9222-86289b5d6f5a,"{""type"": ""LineString"", ""coordinates"": [[-73.76930952072145, 40.76027694549663], [-73.77379417419435, 40.768988019304366]]}"
3ec741d0-28cf-4fc7-a6bc-b9835a6065a4,"{""type"": ""Point"", ""coordinates"": [-73.90676736831666, 40.66722811557896]}"
62b6853c-7854-4fea-9019-8194d2b5e30d,"{""type"": ""Polygon"", ""coordinates"": [[[-73.75270128250123, 40.72927511814658], [-73.74937534332277, 40.731372708477274], [-73.74671459198, 40.73327511694341], [-73.74682188034059, 40.73262472700585], [-73.74916076660158, 40.730673519047365], [-73.74995470046998, 40.729844238338586], [-73.75104904174806, 40.729177554196376], [-73.7515425682068, 40.72875477542582], [-73.7519931793213, 40.728510863374794], [-73.75257253646852, 40.72891738296314], [-73.75270128250123, 40.72927511814658]]]}"
ffce7d52-5219-4469-8500-7ae31b933df7,"{""type"": ""Point"", ""coordinates"": [-74.07259225845338, 40.644210165355254]}"
8ecc2cb6-fcb3-4237-a35f-36d4730d1b90,"{""type"": ""Point"", ""coordinates"": [-73.89076530933382, 40.82082452751902]}"
30c9cffa-2e36-4bef-8726-321ae346037f,"{""type"": ""Polygon"", ""coordinates"": [[[-73.91094088554384, 40.69963349139983], [-73.90699267387392, 40.70348886916495], [-73.90185356140138, 40.704749545544296], [-73.89670372009279, 40.706115929123094], [-73.89670372009279, 40.706115929123094], [-73.89011621475221, 40.70840943853748], [-73.88878583908082, 40.71226430831242]]]}"
504c1eb0-31ef-4ebf-a9eb-c3181eccdb2f,"{""type"": ""LineString"", ""coordinates"": [[-73.75051259994508, 40.70561167178041], [-73.76546859741212, 40.701772684258295]]}"
6ca36053-bf97-49b4-8049-3683fbaeffb2,"{""type"": ""Point"", ""coordinates"": [-73.8872516155243, 40.680674638387075]}"
f88848b0-3752-48b2-8846-4e57f7d9b1c7,"{""type"": ""Point"", ""coordinates"": [-73.97812485694887, 40.739998150355156]}"
e0c5fbf5-01c2-425a-91bf-2926d35653b8,"{""type"": ""Point"", ""coordinates"": [-73.99401426315309, 40.701187056540846]}"
6b77e082-c878-45d6-9dd9-91a0697cb57b,"{""type"": ""Point"", ""coordinates"": [-73.90479229856282, 40.67129754508273]}"
a25139b7-b927-4715-a0a6-22736da87402,"{""type"": ""Point"", ""coordinates"": [-73.89081358909608, 40.837263722613855]}"
90bcba21-9451-4bb5-9650-28f901fb6ade,"{""type"": ""LineString"", ""coordinates"": [[-73.97068977355958, 40.80581868324361], [-73.96163463592531, 40.817917816250976]]}"
700433c7-d812-4f87-a613-15608533e774,"{""type"": ""LineString"", ""coordinates"": [[-73.93824286060408, 40.62187988901131], [-73.93782674102114, 40.6196478042178]]}"
dc28ff15-3cc9-4d06-ac55-eb84aec1b991,"{""type"": ""LineString"", ""coordinates"": [[-74.1216015815735, 40.57504347990027], [-74.11379098892213, 40.58016094271688]]}"
616eb104-cf7d-41c2-a3c5-cdc4bb58d6ff,"{""type"": ""Point"", ""coordinates"": [-73.90729844570161, 40.85636865675891]}"
e01b095c-3bf0-47b5-a6a7-ee2be9899aae,"{""type"": ""Point"", ""coordinates"": [-73.76430988311769, 40.75517328609026]}"
505939a4-2bda-44cb-a3cd-4193d69c4610,"{""type"": ""Point"", ""coordinates"": [-73.98205161094667, 40.71242695613879]}"
88e6ea24-b8d4-43e4-a5c5-09360ea79884,"{""type"": ""Point"", ""coordinates"": [-73.89932692050935, 40.65896763619541]}"
70512f20-3eba-4148-8d4f-52979aafbaa0,"{""type"": ""Point"", ""coordinates"": [-74.00281190872194, 40.73340112925858]}"
2104a9ce-9b21-4ffe-83c8-124264802418,"{""type"": ""Point"", ""coordinates"": [-73.8214033842087, 40.712178918044536]}"
a53ac9b8-c700-4503-ba4f-7bdf36b4b5fe,"{""type"": ""Point"", ""coordinates"": [-73.89835057547317, 40.88993227289362]}"
15b1ee66-6623-45dc-9e6f-6310ae180499,"{""type"": ""Point"", ""coordinates"": [-73.9534378051758, 40.75067068801597]}"
33ddffac-7d69-404b-85ae-2c2c2c1f2a24,"{""type"": ""Point"", ""coordinates"": [-73.9789393474348, 40.792031947089285]}"
cab25e1b-3dce-41b2-a0af-abce1fe4c512,"{""type"": ""LineString"", ""coordinates"": [[-73.99526953697206, 40.727226245152764], [-73.99207234382631, 40.725640764424156]]}"
a4de9c52-b1b4-4491-9363-96dc7b7eae25,"{""type"": ""Point"", ""coordinates"": [-73.96489620208742, 40.79565045764149]}"
f0d2cb5d-2991-4fbe-8a04-2794172c7f31,"{""type"": ""LineString"", ""coordinates"": [[-73.85486125946046, 40.74953279908402], [-73.85018348693849, 40.740721628572345]]}"
66070dd7-e190-4865-91a3-83ab8bc4edd0,"{""type"": ""Point"", ""coordinates"": [-74.23239827156068, 40.52863435538762]}"
89134064-e444-4e96-b521-ecae7339504a,"{""type"": ""Point"", ""coordinates"": [-73.93738746643068, 40.7726078172087]}"
aef3e636-f2fa-467c-84d8-8fe73e97dd6a,"{""type"": ""Point"", ""coordinates"": [-73.91598343849184, 40.66149878833944]}"
d662c585-8d79-4c07-b2a1-f705318759f1,"{""type"": ""Point"", ""coordinates"": [-73.98205161094667, 40.71240255899016]}"
2c7f2d96-60e2-4b80-80f8-c6a75f9ebe36,"{""type"": ""LineString"", ""coordinates"": [[-74.00298357009889, 40.70609966281679], [-74.00134205818178, 40.70705936809059]]}"
fdbe53b0-a087-4f7a-b587-8b15e2a58a5a,"{""type"": ""LineString"", ""coordinates"": [[-74.00281190872194, 40.72838077658201], [-73.99684667587282, 40.73737242735457]]}"
c4492a95-4a3b-4164-a945-9455b66de653,"{""type"": ""Point"", ""coordinates"": [-73.76387536525728, 40.69123873255367]}"
de550d3e-45d7-4a34-9391-f837a00ac616,"{""type"": ""LineString"", ""coordinates"": [[-73.91542553901674, 40.7501261293138], [-73.91163825988771, 40.749987956993444]]}"
1f48d730-beec-4434-8eae-16a64d539e80,"{""type"": ""LineString"", ""coordinates"": [[-73.9123034477234, 40.8537718778922], [-73.91686320304872, 40.854834946546106]]}"
513adb0b-dda3-4178-87de-f049fad6d2f0,"{""type"": ""Point"", ""coordinates"": [-73.91340315341951, 40.651398023004006]}"
9e161cdb-72af-4b69-929f-4618c6da3d74,"{""type"": ""Point"", ""coordinates"": [-73.95737943705173, 40.604186913891176]}"
d9a17952-3654-468f-b03f-3287edfbbd9a,"{""type"": ""Point"", ""coordinates"": [-73.88367354869844, 40.85031070032255]}"
22de5d91-5d9f-48e1-98f3-d7e83b9688b3,"{""type"": ""Point"", ""coordinates"": [-73.89417171478273, 40.81537230945774]}"
dd82690a-8248-4fa3-9b6b-ae835e2619cf,"{""type"": ""LineString"", ""coordinates"": [[-73.8998579978943, 40.73846174916661], [-73.89228343963624, 40.73829916495403]]}"
a1748b22-9a25-4f0a-9b4c-2c4c0495c0b8,"{""type"": ""Point"", ""coordinates"": [-73.81640911102296, 40.72986862909519]}"
991079c5-556f-4bc3-a248-571b400d3296,"{""type"": ""Point"", ""coordinates"": [-73.90176236629488, 40.87556543188935]}"
e35f3934-397d-4f77-a9d4-35ee9c56dede,"{""type"": ""LineString"", ""coordinates"": [[-73.91756057739259, 40.770572466896425], [-73.92252802848817, 40.77428561399657]]}"
4f19bbb0-eb7d-47a7-8a65-a26f50ab42eb,"{""type"": ""Point"", ""coordinates"": [-73.82704675197603, 40.76235324256198]}"
a05e93c0-0fd7-4912-ae8b-10a86550f6ce,"{""type"": ""Point"", ""coordinates"": [-73.96960616111757, 40.609578756893164]}"
beb18090-d9e5-45de-a709-1c748a15a18c,"{""type"": ""Point"", ""coordinates"": [-73.98669183254243, 40.71631412096641]}"
e2b88e22-4bcd-4bac-b63c-0e6c67cd3c18,"{""type"": ""Point"", ""coordinates"": [-73.88722479343416, 40.68066243399848]}"
c825a81a-fd12-40b1-a2f8-c65608f53117,"{""type"": ""Point"", ""coordinates"": [-73.9933116710745, 40.69755572885165]}"
5612011e-82b9-4439-924b-addcf4561f13,"{""type"": ""Polygon"", ""coordinates"": [[[-73.72480630874635, 40.72565296057392], [-73.72335255146028, 40.7246000180781], [-73.72283756732942, 40.7247667012046], [-73.72480630874635, 40.72565296057392]]]}"
1ec441af-1466-4988-bdb7-e9c8e19d7eb0,"{""type"": ""Point"", ""coordinates"": [-74.1344976425171, 40.63465229048539]}"
bab4a4d4-e03f-4057-9f61-b878e9991d71,"{""type"": ""Point"", ""coordinates"": [-74.00503277778627, 40.65601314742782]}"
9386ff2c-e13c-4340-95df-2f095be6b246,"{""type"": ""Point"", ""coordinates"": [-73.91345811774956, 40.6600907164654]}"
dacefe10-2351-4cdf-b7c5-b00469552979,"{""type"": ""LineString"", ""coordinates"": [[-73.86949539184572, 40.74907763805909], [-73.8644313812256, 40.73353527113829]]}"
b4a06e06-761a-4a98-a9e7-00c6d26fef4c,"{""type"": ""Point"", ""coordinates"": [-74.22379374504091, 40.508603204272696]}"
48f1cc18-8007-44fc-96d1-9c3bf75eed91,"{""type"": ""Point"", ""coordinates"": [-73.95187694812195, 40.82035661358367]}"
32e077ab-a599-482b-bf1f-433a4fa83b08,"{""type"": ""Point"", ""coordinates"": [-73.90150487422945, 40.875885871820664]}"
c6ddf8bc-acb0-435e-820e-542169d09679,"{""type"": ""Polygon"", ""coordinates"": [[[-73.94302069209517, 40.67923216906183], [-73.94137913826854, 40.6791236302101], [-73.94148330437021, 40.6781559262293], [-73.94310551695527, 40.67824990985409], [-73.94302069209517, 40.67923216906183]]]}"
187f2e4c-21a1-47a6-9349-6ff89accee92,"{""type"": ""Point"", ""coordinates"": [-73.78390073776247, 40.760106288058836]}"
d4e76489-ade9-4413-832e-4c766cf8a141,"{""type"": ""Point"", ""coordinates"": [-73.93556892871858, 40.577797831781396]}"
525b4afc-7191-4b70-9ae9-cdec60ee537d,"{""type"": ""LineString"", ""coordinates"": [[-73.77107977867128, 40.715948184163956], [-73.76882672309877, 40.712548941747826]]}"
9387e276-1923-4b49-9e66-0162ea5e7ff8,"{""type"": ""Point"", ""coordinates"": [-73.90197157859804, 40.669457862730425]}"
2e34c507-4362-46db-9eea-3b88d4c1ca29,"{""type"": ""Point"", ""coordinates"": [-74.14390146732332, 40.538415309315575]}"
c81df0d1-1932-4d99-a4d6-39042aadf7ac,"{""type"": ""Point"", ""coordinates"": [-73.8393419981003, 40.6817689561479]}"
58cc2983-aad3-451b-be0c-bb0d52c5f2d1,"{""type"": ""LineString"", ""coordinates"": [[-73.91683101654054, 40.74312774671168], [-73.89584541320802, 40.740331439050735]]}"
6964fd87-af2d-4407-86f7-6ceb01867058,"{""type"": ""LineString"", ""coordinates"": [[-73.78089666366579, 40.68493383353308], [-73.77473831176759, 40.68706536291219]]}"
f36445f7-2a46-4006-acbc-d2f1c36c415e,"{""type"": ""Point"", ""coordinates"": [-73.96328054834159, 40.64953451627645]}"
dc3e399a-5130-43ef-abcf-09b4d80ef134,"{""type"": ""Point"", ""coordinates"": [-73.95957469940187, 40.80873404523114]}"
dffbfbd2-ed73-4c68-b9fe-d0f478ea453f,"{""type"": ""Point"", ""coordinates"": [-73.91430045710877, 40.88700994629237]}"
884af122-9f22-41e8-aee0-b7b8d0b0c44d,"{""type"": ""Point"", ""coordinates"": [-73.98106223205106, 40.59137495267855]}"
4433cb48-41f3-45b1-a6fe-9066e95752c1,"{""type"": ""Point"", ""coordinates"": [-74.0903162956238, 40.60253302105215]}"
529f7bae-687c-40d7-be3b-85e116ccfbd4,"{""type"": ""Point"", ""coordinates"": [-73.97024989128114, 40.74900855084546]}"
1fce0904-3986-416b-bd9f-fba94cb4c761,"{""type"": ""Point"", ""coordinates"": [-73.9797341823578, 40.6603837910312]}"
feb47804-59f5-47dd-aebf-27cd5f7bae5a,"{""type"": ""Point"", ""coordinates"": [-73.97391915321352, 40.650840442267786]}"
c2c04983-895e-4383-a7e0-0fb947a3316c,"{""type"": ""Point"", ""coordinates"": [-73.91727626323701, 40.771579993406554]}"
684e7c5c-776a-48f1-bba7-131426e16be7,"{""type"": ""Point"", ""coordinates"": [-73.90523850917818, 40.664440826798966]}"
a0cf790b-7140-4884-bbd5-3e659a08afd2,"{""type"": ""LineString"", ""coordinates"": [[-73.8108515739441, 40.67746480720232], [-73.80972504615785, 40.67517836931769]]}"
be60c2dd-6649-49e8-8cdf-bbca3ca42128,"{""type"": ""Point"", ""coordinates"": [-73.92265141010286, 40.820475404125375]}"
546aa281-c65b-4a46-8d1f-99aed5f111ad,"{""type"": ""Point"", ""coordinates"": [-73.96513196406886, 40.75644992021662]}"
44f2d7f8-998b-4d5e-8b95-6b9e415841b8,"{""type"": ""Point"", ""coordinates"": [-73.93527388572694, 40.76958523860241]}"
120ed53e-ec32-4196-b4ab-d30e77595f6c,"{""type"": ""Point"", ""coordinates"": [-73.99970723083244, 40.72702734752403]}"
4d8858fb-48ab-47e4-8fdd-5246dca72522,"{""type"": ""Point"", ""coordinates"": [-73.94382476806642, 40.75214991451665]}"
25a1d9c6-b17f-4241-9e6b-45ebc806f1cf,"{""type"": ""Polygon"", ""coordinates"": [[[-73.89361381530763, 40.74670424795305], [-73.8612985610962, 40.749987956993444], [-73.85430335998537, 40.7519385984599]]]}"
4b99478c-93b2-493c-b737-7014504c2fea,"{""type"": ""Polygon"", ""coordinates"": [[[-73.99340691044928, 40.77289263686312], [-73.99431869387627, 40.771665497882786], [-73.99447132833303, 40.77121931184371], [-73.99452949874104, 40.770722657364026], [-73.99459579959513, 40.77019565618165], [-73.99482395499946, 40.76953369310082], [-73.99537816643716, 40.76870178634137], [-73.99860905483365, 40.76441906329671], [-73.99923250079155, 40.76343885396508], [-74.00010505691172, 40.76288233749248], [-74.00100560858847, 40.762245442286414], [-74.00163609534503, 40.76158251118888], [-74.00456607341768, 40.75756491333019], [-74.00654504075648, 40.75477797486313], [-74.00710998103024, 40.75409668289216], [-74.00752237066628, 40.752692424779276], [-74.00832820683719, 40.75086613372009], [-74.00839257985355, 40.750224869008356], [-74.0083240158856, 40.74978006298888], [-74.00813357904553, 40.74937875079351], [-74.00782805867495, 40.748860660787514], [-74.00775756686927, 40.74841552814312], [-74.00781062431633, 40.747624632478235], [-74.00894846767189, 40.74187300455757], [-74.00910847820343, 40.740949936646686], [-74.00936840102078, 40.74036979762728], [-74.00964475236833, 40.739895203947576], [-74.00990978814662, 40.73939494945692], [-74.01003518141808, 40.73894949942019], [-74.00996100157501, 40.73838769718781], [-74.00989419780673, 40.73735883612322], [-74.01065980084242, 40.72880508217512], [-74.0128961764276, 40.717218916487525], [-74.01404986158015, 40.713003463242096], [-74.01524486951531, 40.70884213134051], [-74.01672469452025, 40.704791737123365]]]}"
902d5992-843e-4488-ba99-d064c0718af2,"{""type"": ""Polygon"", ""coordinates"": [[[-74.10693526268007, 40.55807482384981], [-74.10418868064882, 40.56109070146679], [-74.10486459732057, 40.561587900676074], [-74.1076970100403, 40.5584905339729], [-74.10693526268007, 40.55807482384981]]]}"
18e13cca-d732-4d05-8e55-a6989b6c906b,"{""type"": ""Polygon"", ""coordinates"": [[[-73.97366396617146, 40.681278625701694], [-73.97378072608262, 40.68098168608457], [-73.97347929188983, 40.68090258035924], [-73.97356042871253, 40.680624025120316], [-73.97278137272224, 40.68046833942432], [-73.97267479682343, 40.680749135960646], [-73.97284140810372, 40.680812303099984], [-73.9727611304261, 40.68108885528229], [-73.97366396617146, 40.681278625701694]]]}"
a0c3eb30-4fe6-4ff8-a3fb-2f3a652f8ff6,"{""type"": ""Polygon"", ""coordinates"": [[[-73.93694320460783, 40.78925670298303], [-73.9362457045354, 40.78896581362432], [-73.93631326267496, 40.7888701934843], [-73.93702207831667, 40.789163320260414], [-73.93694320460783, 40.78925670298303]]]}"
134b5521-c52c-45df-8433-d54a42cb534e,"{""type"": ""Point"", ""coordinates"": [-73.84114980697633, 40.759756845271525]}"
7dc89fc1-0d9f-482e-9da2-3307d7c01bd3,"{""type"": ""Point"", ""coordinates"": [-73.81640911102296, 40.72986862909519]}"
389edabe-8e78-417a-8422-26371bbf066c,"{""type"": ""LineString"", ""coordinates"": [[-73.90205204486848, 40.780110855484004], [-73.90087187290193, 40.77928625331208]]}"
